  7.557257540694740E-002  0.123674255335847      -0.494945657705134     
   2.16487304204509        2.45025873920033       0.338851445495323     
 -0.126617284613881      -9.594016785496662E-002   1.76792362926050     
   5.41682185280249        4.27309470936332       -913838.124272674     
   42708.5827576802        40542.3844181521        38208.5588890029     
   35870.0366162357        33465.0297900242        31107.3980195026     
   28743.9543798258        26462.7764631789        24250.2454662620     
   22084.2124836166        20081.5568513062        18173.2603584272     
   16419.5587310860        14914.9315914947        13838.6477919709     
   13364.7264896858        13451.5497927601        14123.9665029990     
   15261.0846514300        16824.0341037086        18726.6936734065     
   20842.4145226897        23090.3069301491        25350.2472443507     
   27523.4540619203        29480.0293790138        31270.2614526737     
   32710.4823464342        33862.0029326010        34601.5591050492     
   35001.5595470658        35093.9254768169        35019.0592531413     
   34706.3348111617        34223.6963589311        33710.6790955240     
   33248.5827089696        32848.7667557260        32645.6816800902     
   32610.9467661325        32867.3309841834        33328.1637913332     
   34138.6592258436        35226.0333905573        36600.3502297329     
   38084.2204713766        39879.1026291906        41747.0296366460     
   43737.6736874166        45794.6822102595        47694.9597974809     
   49497.6257714549        50908.7681724722        51981.7685765386     
   52683.4998663419        53027.5879290178        53073.9791203471     
   52769.5254375312        52027.0456069593        51075.1656238506     
   49859.5627504462        48382.5616321199        46652.7277779984     
   44777.5100414433     
  0.346628862416115      -7.854174411671705E-002  0.237531925407336     
  0.233172965338824       0.988666304296678       0.446012948365461     
  7.904237984614437E-002  7.622474431018378E-002   2.70874390119844     
  0.741455047776763        3.34905457038881       -595279.790492328     
   43466.8776586291        44851.3908222771        45966.3535863296     
   46849.6203152453        47490.2515226941        47810.2547452373     
   47777.4261317284        47340.2070933721        46556.4730697440     
   45424.1620880929        43889.5190621096        42098.8692273543     
   40031.3736911328        37674.4881589757        35176.2418105524     
   32583.2267232728        29938.3258928412        27319.9466029902     
   24759.7489465034        22363.0254350212        20155.1423627662     
   18201.2755910980        16492.8909404170        15060.2392179586     
   13843.6863014211        12877.8685268042        12163.7746983831     
   11668.4141596332        11352.7020352658        11249.1469240541     
   11294.7175686838        11521.6711197739        11887.8945572419     
   12340.7751876510        12907.1830844793        13565.1220301838     
   14273.6128015822        15016.8508683398        15804.5302772857     
   16620.3684522912        17441.6776622089        18265.6196400979     
   19090.5843099757        19902.5185832224        20698.7985274529     
   21476.0278305794        22186.2404602892        22828.6868778946     
   23457.0892547075        24074.7670782906        24700.3815633382     
   25370.4669787131        26146.1982400530        26962.8424697721     
   27964.0355722240        29120.1298864136        30393.7429416557     
   31821.1427255451        33408.7406805442        35044.8039963830     
   36819.2363327080        38563.7036515304        40292.4065125690     
   41940.3281232726     
 -7.114849265088502E-002 -0.446535380769292       0.273304723543533     
   2.73786426394815        3.24070261148579       0.292888465521632     
 -0.394671280424604       0.359151156632157       0.817593568733874     
   5.08583282945785        1.18473436785974       -1286184.70103875     
   40373.3744333786        39596.4017232499        39098.9642740749     
   38916.4008620452        39134.5362310010        39569.0266077526     
   40254.4902517607        41161.1573601567        42168.3831829546     
   43252.3984455773        44283.8816825797        45141.5396138537     
   45859.1240096732        46304.2084888225        46392.5521193707     
   46131.1855299938        45496.4464447583        44541.5343021029     
   43221.8847822845        41635.6586946216        39768.9268424975     
   37729.5876527838        35654.2385527695        33518.5685791590     
   31453.3284321734        29544.2318380988        27856.3837351974     
   26496.3931805888        25450.2960853550        24821.9939584110     
   24617.7568518408        24747.0687201377        25242.9928347868     
   26048.9722282203        27124.0954536980        28380.6333676351     
   29838.6117265666        31362.3497959607        32978.9479803886     
   34648.3100655514        36353.5750394435        38038.7256478592     
   39668.5374577450        41311.9151003579        42889.7708873659     
   44339.2376330008        45665.7429913092        46846.0588364893     
   47869.8583396867        48724.6179907228        49328.0070815555     
   49779.1333959773        49999.3834517703        50008.0402032060     
   49805.3777445359        49415.8166581612        48833.9575561057     
   48086.5545809052        47226.8313410686        46193.7888312072     
   45037.9321757776        43819.8549896964        42542.3644125813     
   41383.5023840041     
  0.324087920155129       0.286741468530624      -7.373637043293257E-002
   2.83696920696079        4.31662771386961      -8.668226183764360E-002
 -7.432119306982649E-002  0.198007174921505        1.50160153287814     
   3.57873423977622        8.54328365888404       -160294.452629692     
   9605.37588618123        9871.73388548693        10295.1677993081     
   10841.6966030011        11542.6398347925        12368.5852588042     
   13187.7677318437        14014.7089292972        14874.2390045637     
   15685.2903294249        16450.2929321698        17144.8943408443     
   17774.7052162070        18299.1231399266        18784.2700277821     
   19108.0225838942        19385.2844835792        19582.2465333235     
   19656.7246097073        19758.7511566545        19749.0015925076     
   19621.0089590322        19557.1973125827        19381.9382410351     
   19206.5225953468        18975.7077360502        18758.5077732224     
   18455.2889241644        18144.9761100676        17831.3989618277     
   17480.7019830468        17130.9801879287        16767.2679390438     
   16497.6607472656        16438.1743549605        16443.3931669129     
   16587.5129776942        16794.1883469571        17101.6233565032     
   17433.5628566194        17814.0240456929        18175.0335219214     
   18506.4370331724        18689.7486427210        18861.9905257676     
   18894.4913309708        18896.3007624049        18751.9415936087     
   18427.5478333900        18009.7877357598        17476.4529326086     
   16901.1448068108        16181.0757709546        15423.5781317348     
   14641.8116481281        13797.1956097929        13017.7906407972     
   12214.7048123342        11420.9437072247        10809.5386385289     
   10246.5147944387        9846.76821435644        9605.09876736734     
   9546.69825511006     
  0.459400483662745       0.152328017841968       0.321435645605450     
   2.24403434539857        1.34208788112937       0.403032408914413     
  8.918196804843137E-002 -0.307470129632839        1.26207931849631     
   3.93193690846470        5.09334998877474       -375178.142827197     
   28090.0314430061        25801.4265109439        23546.3253168814     
   21363.6199409090        19270.7974881270        17265.1348251005     
   15385.9788243159        13625.5060160737        11976.1043839731     
   10505.2326606439        9165.28069428567        7951.26744992061     
   6878.32426997792        5938.70087009303        5123.75088471582     
   4439.42447202172        3860.62095721698        3373.52999650281     
   2977.44692739169        2664.55131440318        2446.04213845175     
   2283.98238097682        2184.27813630997        2138.79868794641     
   2146.91005560945        2212.54136440902        2332.69166397473     
   2521.32868332952        2783.57056132889        3124.55049881766     
   3572.75838973065        4145.22917568376        4881.14070296700     
   5759.81373253657        6840.91298937162        8104.11701169209     
   9581.60708397828        11235.6607660830        13096.8976154436     
   15160.1744241237        17396.9734201921        19759.6575562459     
   22254.0184161583        24814.3098620019        27454.0037285808     
   30012.3844714237        32561.6486918735        34937.3345077982     
   37178.1790897646        39133.8199924433        40807.5505165595     
   42142.9092941276        43096.8616812529        43674.6592690668     
   43762.2091075012        43562.2970738274        42818.8379303453     
   41832.6222413089        40451.5183962201        38800.2946132052     
   36942.8302345631        34847.2391467395        32675.5606665501     
   30445.3140937369     
 -0.441504109663819      -0.374408305773841      -0.198770908357356     
   2.97627411048852        4.34074890498589      -0.138759703046911     
 -0.307070443220897      -0.399017969805993       0.676116458524756     
   1.66632212574586        9.83808993256539       -163270.255208012     
   32705.1183508224        33305.6717462094        33488.6407650162     
   33599.7359318864        33089.0883091534        32382.6296865523     
   31293.6929508542        29994.1231853048        28523.5833522333     
   26792.7891983440        24984.4723084838        22999.0573340362     
